"","AA","AB","BA","BB"
"EV_absent",0.747287843924772,0.777363946554771,0.759626896700722,0.761848942500235
"EV_present",0.252712156075228,0.222636053445229,0.240373103299278,0.238151057499765
"SD_absent",0.0100745583101325,0.0110219286325921,0.00879671168796723,0.010789168634642
"SD_present",0.0100745583101325,0.0110219286325921,0.00879671168796723,0.010789168634642
"post.theta_absent",1389.68530271852,1106.68530271852,1791.68530271852,1186.68530271852
"post.theta_present",469.953274325451,316.953274325451,566.953274325452,370.953274325451
"opt.theta_absent",222.68530271852,NA,NA,NA
"opt.theta_present",69.9532743254515,NA,NA,NA
"max.spread_absent",2.01413676588153,NA,NA,NA
"max.spread_present",2.01413676588154,NA,NA,NA
