"","0","1"
"EV_0",0.413644340553956,0.397042334358408
"EV_A",0.100455401261438,0.105741095415746
"EV_B",0.190889758870839,0.178791832049043
"EV_C",0.0690183736831253,0.0640668175575637
"EV_AB",0.0716107184857103,0.0707039826175957
"EV_AC",0.0121635939228999,0.012140883878754
"EV_BC",0.0726566762590088,0.0738977353335844
"EV_ABC",0.0695611369630228,0.0976153187893054
"SD_0",0.0108643087191322,0.00762474962065507
"SD_A",0.00663141168887772,0.00479200550189238
"SD_B",0.00866968179466405,0.00597123600220508
"SD_C",0.00559191948634409,0.00381595080349642
"SD_AB",0.00568803249015928,0.00399450294304358
"SD_AC",0.00241814012966822,0.00170661841464642
"SD_BC",0.00572619366587092,0.00407670049887231
"SD_ABC",0.00561222728525429,0.00462507323957363
"post.theta_0",849.571036906628,1634.57103690663
"post.theta_A",206.3221735326,435.3221735326
"post.theta_B",392.062442245841,736.062442245841
"post.theta_C",141.75465622727,263.75465622727
"post.theta_AB",147.078991280428,291.078991280428
"post.theta_AC",24.9824211005766,49.9824211005766
"post.theta_BC",149.227250891164,304.227250891164
"post.theta_ABC",142.869420572601,401.869420572601
"opt.theta_0",28.5710369066277,NA
"opt.theta_A",7.3221735326003,NA
"opt.theta_B",13.062442245841,NA
"opt.theta_C",4.75465622727001,NA
"opt.theta_AB",5.07899128042758,NA
"opt.theta_AC",0.98242110057659,NA
"opt.theta_BC",5.22725089116387,NA
"opt.theta_ABC",5.86942057260068,NA
"max.spread_0",1.25081932152062,NA
"max.spread_A",0.646044780266011,NA
"max.spread_B",1.14922154105666,NA
"max.spread_C",0.731411577685584,NA
"max.spread_AB",0.130455779016557,NA
"max.spread_AC",0.00767303557737972,NA
"max.spread_BC",0.176559213472044,NA
"max.spread_ABC",3.85760186513872,NA
