"","0","1"
"EV_0",0.400371384802705,0.413998117549122
"EV_A",0.10740522828319,0.0855644642663509
"EV_B",0.183411805555302,0.179320517162583
"EV_C",0.0651113094480883,0.0688368669972199
"EV_AB",0.071741633672654,0.0670061141522122
"EV_AC",0.0120219301423153,0.0128222140993096
"EV_BC",0.0739170234459557,0.0711777488697674
"EV_ABC",0.0860196846497891,0.101273956903435
"SD_0",0.00682614943218588,0.0155044833905492
"SD_A",0.00431363090285652,0.00880505101406511
"SD_B",0.00539160779841781,0.0120756464910102
"SD_C",0.00343725117441458,0.00796951781407515
"SD_AB",0.00359520093757392,0.00787055261699613
"SD_AC",0.00151832189057705,0.00354150460220418
"SD_BC",0.00364502311478989,0.00809369884881687
"SD_ABC",0.0039063436401932,0.00949666600196058
"post.theta_0",2062.39822743178,417.398227431784
"post.theta_A",553.267193501641,86.2671935016407
"post.theta_B",944.793252029539,180.793252029539
"post.theta_C",335.402214765356,69.4022147653555
"post.theta_AB",369.556426197775,67.5564261977753
"post.theta_AC",61.9275211889523,12.9275211889523
"post.theta_BC",380.762321980366,71.7623219803662
"post.theta_ABC",443.105706051866,102.105706051866
"opt.theta_0",26.3982274317841,NA
"opt.theta_A",6.26719350164073,NA
"opt.theta_B",11.7932520295387,NA
"opt.theta_C",4.40221476535554,NA
"opt.theta_AB",4.55642619777526,NA
"opt.theta_AC",0.927521188952344,NA
"opt.theta_BC",4.76232198036621,NA
"opt.theta_ABC",6.10570605186624,NA
"max.spread_0",0.804381171674551,NA
"max.spread_A",2.22753248301431,NA
"max.spread_B",0.309368982885571,NA
"max.spread_C",0.42925297908518,NA
"max.spread_AB",0.547281309129469,NA
"max.spread_AC",0.207690495171855,NA
"max.spread_BC",0.308594773738429,NA
"max.spread_ABC",1.48551162846323,NA
